split,task_type,id,issue,detail
train,nearest_category,cccede4a49bc9f49,same_name_multiple_coordinates,
train,nearest_category,cccede4a49bc9f49,repeated_name_gold_answer,البنك العربي الوطني
train,nearest_category,f2905b0e3ea8d4ea,duplicate_candidate_names,
train,nearest_category,f2905b0e3ea8d4ea,same_name_multiple_coordinates,
train,nearest_category,e636f695b7c6ed1f,duplicate_candidate_names,
train,nearest_category,e636f695b7c6ed1f,same_name_multiple_coordinates,
train,nearest_category,2ec884e7eacbb35f,duplicate_candidate_names,
train,nearest_category,2ec884e7eacbb35f,same_name_multiple_coordinates,
train,nearest_category,1f707f54596e197e,duplicate_candidate_names,
train,nearest_category,1f707f54596e197e,same_name_multiple_coordinates,
train,nearest_category,1f707f54596e197e,repeated_name_gold_answer,Nahdi Pharmacy
train,nearest_category,bc7031c042cfadbe,duplicate_candidate_names,
train,nearest_category,bc7031c042cfadbe,same_name_multiple_coordinates,
train,nearest_category,1784731367232994,duplicate_candidate_names,
train,nearest_category,1784731367232994,same_name_multiple_coordinates,
train,nearest_category,c15dc428dcdb2780,duplicate_candidate_names,
train,nearest_category,c15dc428dcdb2780,same_name_multiple_coordinates,
train,nearest_category,0a5cd85250c46115,duplicate_candidate_names,
train,nearest_category,0a5cd85250c46115,same_name_multiple_coordinates,
train,nearest_category,c281060a93d76c88,duplicate_candidate_names,
train,nearest_category,c281060a93d76c88,same_name_multiple_coordinates,
train,nearest_category,7383704f2f347afd,duplicate_candidate_names,
train,nearest_category,7383704f2f347afd,same_name_multiple_coordinates,
train,nearest_category,de31dc37fc9b9b84,duplicate_candidate_names,
train,nearest_category,de31dc37fc9b9b84,same_name_multiple_coordinates,
train,nearest_category,4b696056d8c6114e,duplicate_candidate_names,
train,nearest_category,4b696056d8c6114e,same_name_multiple_coordinates,
train,nearest_category,4b696056d8c6114e,repeated_name_gold_answer,بترومين
train,nearest_category,2bc96277c1452b91,duplicate_candidate_names,
train,nearest_category,2bc96277c1452b91,same_name_multiple_coordinates,
train,nearest_category,5854da133c579045,duplicate_candidate_names,
train,nearest_category,5854da133c579045,same_name_multiple_coordinates,
train,nearest_category,b8082d672368b73d,duplicate_candidate_names,
train,nearest_category,b8082d672368b73d,same_name_multiple_coordinates,
train,nearest_category,9b07d50e34ff8d37,duplicate_candidate_names,
train,nearest_category,9b07d50e34ff8d37,same_name_multiple_coordinates,
train,nearest_category,9b07d50e34ff8d37,repeated_name_gold_answer,جامعة المجمعة
train,nearest_category,e63383150b656686,duplicate_candidate_names,
train,nearest_category,e63383150b656686,same_name_multiple_coordinates,
train,nearest_category,e63383150b656686,repeated_name_gold_answer,هرفي
train,nearest_category,4574f113602e4ac2,duplicate_candidate_names,
train,nearest_category,4574f113602e4ac2,same_name_multiple_coordinates,
train,nearest_category,5e61c28a6b0f66e4,duplicate_candidate_names,
train,nearest_category,5e61c28a6b0f66e4,same_name_multiple_coordinates,
train,nearest_category,5e61c28a6b0f66e4,repeated_name_gold_answer,بنك الرياض
train,nearest_category,335f6b49caceb7a4,duplicate_candidate_names,
train,nearest_category,335f6b49caceb7a4,same_name_multiple_coordinates,
train,nearest_category,dc19a464dafeab6c,duplicate_candidate_names,
train,nearest_category,dc19a464dafeab6c,same_name_multiple_coordinates,
train,nearest_category,f41c47173f5c6f28,duplicate_candidate_names,
train,nearest_category,f41c47173f5c6f28,same_name_multiple_coordinates,
train,nearest_category,1d10c7015367129b,duplicate_candidate_names,
train,nearest_category,1d10c7015367129b,same_name_multiple_coordinates,
train,nearest_category,e24aa7b4d3ebc5c4,duplicate_candidate_names,
train,nearest_category,e24aa7b4d3ebc5c4,same_name_multiple_coordinates,
train,nearest_category,6a3048fb61ce6886,duplicate_candidate_names,
train,nearest_category,6a3048fb61ce6886,same_name_multiple_coordinates,
train,nearest_category,91a5400aa4e01ad0,duplicate_candidate_names,
train,nearest_category,91a5400aa4e01ad0,same_name_multiple_coordinates,
train,nearest_category,8e1b120034ba5564,duplicate_candidate_names,
train,nearest_category,8e1b120034ba5564,same_name_multiple_coordinates,
train,nearest_category,7e5b089aa388c97e,duplicate_candidate_names,
train,nearest_category,7e5b089aa388c97e,same_name_multiple_coordinates,
train,nearest_category,8704e1e0ec87c815,duplicate_candidate_names,
train,nearest_category,8704e1e0ec87c815,same_name_multiple_coordinates,
train,nearest_category,2efaabc9af310968,duplicate_candidate_names,
train,nearest_category,2efaabc9af310968,same_name_multiple_coordinates,
train,nearest_category,85309587b6b0b816,duplicate_candidate_names,
train,nearest_category,85309587b6b0b816,same_name_multiple_coordinates,
train,nearest_category,d8e349c853bb2ce6,duplicate_candidate_names,
train,nearest_category,d8e349c853bb2ce6,same_name_multiple_coordinates,
train,nearest_category,0b700d66a35daf3a,duplicate_candidate_names,
train,nearest_category,0b700d66a35daf3a,same_name_multiple_coordinates,
train,nearest_category,6703852bd8ce716e,duplicate_candidate_names,
train,nearest_category,6703852bd8ce716e,same_name_multiple_coordinates,
train,nearest_category,b14f187990e7fbf3,duplicate_candidate_names,
train,nearest_category,b14f187990e7fbf3,same_name_multiple_coordinates,
train,nearest_category,ff055630b5f1ce92,duplicate_candidate_names,
train,nearest_category,ff055630b5f1ce92,same_name_multiple_coordinates,
train,nearest_category,87e5cae29986e267,duplicate_candidate_names,
train,nearest_category,87e5cae29986e267,same_name_multiple_coordinates,
train,nearest_category,87e5cae29986e267,repeated_name_gold_answer,صيدلية النهدي
train,nearest_category,a2842cde3935e9b6,duplicate_candidate_names,
train,nearest_category,a2842cde3935e9b6,same_name_multiple_coordinates,
train,nearest_category,12704b3cdebf2cdd,duplicate_candidate_names,
train,nearest_category,12704b3cdebf2cdd,same_name_multiple_coordinates,
train,nearest_category,3231424efc711281,duplicate_candidate_names,
train,nearest_category,3231424efc711281,same_name_multiple_coordinates,
train,nearest_category,53c896f1cdb6342e,duplicate_candidate_names,
train,nearest_category,53c896f1cdb6342e,same_name_multiple_coordinates,
train,nearest_category,b6fb9885176f5f2e,duplicate_candidate_names,
train,nearest_category,b6fb9885176f5f2e,same_name_multiple_coordinates,
train,nearest_category,b6fb9885176f5f2e,repeated_name_gold_answer,البنك العربي الوطني
train,nearest_category,dfb889e7ef9f503e,duplicate_candidate_names,
train,nearest_category,dfb889e7ef9f503e,same_name_multiple_coordinates,
train,nearest_category,7428c4aaef656a76,duplicate_candidate_names,
train,nearest_category,7428c4aaef656a76,same_name_multiple_coordinates,
train,nearest_category,cfc0828f6cb63f5f,duplicate_candidate_names,
train,nearest_category,cfc0828f6cb63f5f,same_name_multiple_coordinates,
train,nearest_category,cfc0828f6cb63f5f,repeated_name_gold_answer,أي براند
train,nearest_category,c350525f925d032c,duplicate_candidate_names,
train,nearest_category,c350525f925d032c,same_name_multiple_coordinates,
train,nearest_category,184e57ec99baf821,duplicate_candidate_names,
train,nearest_category,184e57ec99baf821,same_name_multiple_coordinates,
train,nearest_category,38519cac797d1b18,duplicate_candidate_names,
train,nearest_category,38519cac797d1b18,same_name_multiple_coordinates,
train,nearest_category,683ca65d3f69d598,duplicate_candidate_names,
train,nearest_category,683ca65d3f69d598,same_name_multiple_coordinates,
train,nearest_category,943ab2f79191da29,duplicate_candidate_names,
train,nearest_category,943ab2f79191da29,same_name_multiple_coordinates,
train,nearest_category,943ab2f79191da29,repeated_name_gold_answer,مصرف الراجحي
train,nearest_category,b25fd2e204accafd,duplicate_candidate_names,
train,nearest_category,b25fd2e204accafd,same_name_multiple_coordinates,
train,nearest_category,2addab16729accd6,duplicate_candidate_names,
train,nearest_category,2addab16729accd6,same_name_multiple_coordinates,
train,nearest_category,80b1a237fc63327d,duplicate_candidate_names,
train,nearest_category,80b1a237fc63327d,same_name_multiple_coordinates,
train,nearest_category,549c2a53e1c7f17b,duplicate_candidate_names,
train,nearest_category,549c2a53e1c7f17b,same_name_multiple_coordinates,
train,nearest_category,17d1ef94e1f24136,duplicate_candidate_names,
train,nearest_category,17d1ef94e1f24136,same_name_multiple_coordinates,
train,nearest_category,4b48270f1029d2b6,duplicate_candidate_names,
train,nearest_category,4b48270f1029d2b6,same_name_multiple_coordinates,
train,nearest_category,271b7e547ad2eabc,duplicate_candidate_names,
train,nearest_category,271b7e547ad2eabc,same_name_multiple_coordinates,
train,nearest_category,9e853150fd38dcf5,duplicate_candidate_names,
train,nearest_category,9e853150fd38dcf5,same_name_multiple_coordinates,
train,nearest_category,066608bf5104c122,duplicate_candidate_names,
train,nearest_category,066608bf5104c122,same_name_multiple_coordinates,
train,nearest_category,02b4b6d6f59ea3a1,duplicate_candidate_names,
train,nearest_category,02b4b6d6f59ea3a1,same_name_multiple_coordinates,
train,nearest_category,e890354f924d960e,duplicate_candidate_names,
train,nearest_category,e890354f924d960e,same_name_multiple_coordinates,
train,nearest_category,7a9b9d93d59a45ff,duplicate_candidate_names,
train,nearest_category,7a9b9d93d59a45ff,same_name_multiple_coordinates,
train,nearest_category,ab14139dbd7461ab,duplicate_candidate_names,
train,nearest_category,ab14139dbd7461ab,same_name_multiple_coordinates,
train,nearest_category,d072a88c94008462,duplicate_candidate_names,
train,nearest_category,d072a88c94008462,same_name_multiple_coordinates,
train,nearest_category,6535ff13974a0063,duplicate_candidate_names,
train,nearest_category,6535ff13974a0063,same_name_multiple_coordinates,
train,nearest_category,89ce424f79098bf0,duplicate_candidate_names,
train,nearest_category,89ce424f79098bf0,same_name_multiple_coordinates,
train,nearest_category,977d8a76fb8eaa13,duplicate_candidate_names,
train,nearest_category,977d8a76fb8eaa13,same_name_multiple_coordinates,
train,nearest_category,e732ddf2b3811214,duplicate_candidate_names,
train,nearest_category,e732ddf2b3811214,same_name_multiple_coordinates,
train,nearest_category,693c5426f4fd16be,duplicate_candidate_names,
train,nearest_category,693c5426f4fd16be,same_name_multiple_coordinates,
train,nearest_category,26de9838473e8329,duplicate_candidate_names,
train,nearest_category,26de9838473e8329,same_name_multiple_coordinates,
train,nearest_category,0399f01f11b22c21,duplicate_candidate_names,
train,nearest_category,0399f01f11b22c21,same_name_multiple_coordinates,
train,nearest_category,c9a571de705518c5,duplicate_candidate_names,
train,nearest_category,c9a571de705518c5,same_name_multiple_coordinates,
train,nearest_category,179ffdb6efad883e,duplicate_candidate_names,
train,nearest_category,179ffdb6efad883e,same_name_multiple_coordinates,
train,nearest_category,0f9b28a1cbe54560,duplicate_candidate_names,
train,nearest_category,0f9b28a1cbe54560,same_name_multiple_coordinates,
train,nearest_category,a7fddb327adc4d18,duplicate_candidate_names,
train,nearest_category,a7fddb327adc4d18,same_name_multiple_coordinates,
train,nearest_category,5e9e5b546457205a,duplicate_candidate_names,
train,nearest_category,5e9e5b546457205a,same_name_multiple_coordinates,
train,nearest_category,ec7446b182544ba8,duplicate_candidate_names,
train,nearest_category,ec7446b182544ba8,same_name_multiple_coordinates,
train,nearest_category,2f3a5ab3349b8022,duplicate_candidate_names,
train,nearest_category,2f3a5ab3349b8022,same_name_multiple_coordinates,
train,nearest_category,2216b390b83ec5ca,duplicate_candidate_names,
train,nearest_category,2216b390b83ec5ca,same_name_multiple_coordinates,
train,nearest_category,25e5cf0b85ba3ff6,duplicate_candidate_names,
train,nearest_category,25e5cf0b85ba3ff6,same_name_multiple_coordinates,
train,nearest_category,448b3c7645eaef55,duplicate_candidate_names,
train,nearest_category,448b3c7645eaef55,same_name_multiple_coordinates,
train,nearest_category,448b3c7645eaef55,repeated_name_gold_answer,الدريس
train,nearest_category,84c872eb640e4289,duplicate_candidate_names,
train,nearest_category,84c872eb640e4289,same_name_multiple_coordinates,
train,nearest_category,023dabc156e9ba7c,duplicate_candidate_names,
train,nearest_category,023dabc156e9ba7c,same_name_multiple_coordinates,
train,nearest_category,023dabc156e9ba7c,repeated_name_gold_answer,صيدلية النهدي
train,nearest_category,e91197788c6475ac,duplicate_candidate_names,
train,nearest_category,e91197788c6475ac,same_name_multiple_coordinates,
train,nearest_category,1a7b78aed2fba25c,duplicate_candidate_names,
train,nearest_category,1a7b78aed2fba25c,same_name_multiple_coordinates,
train,nearest_category,1a7b78aed2fba25c,repeated_name_gold_answer,ماكدونالدز
train,nearest_category,8eeacce263d172f4,duplicate_candidate_names,
train,nearest_category,8eeacce263d172f4,same_name_multiple_coordinates,
train,nearest_category,25f0dc214bacb0a4,duplicate_candidate_names,
train,nearest_category,25f0dc214bacb0a4,same_name_multiple_coordinates,
train,nearest_category,c04fbb0b2e1ee532,duplicate_candidate_names,
train,nearest_category,c04fbb0b2e1ee532,same_name_multiple_coordinates,
train,nearest_category,02ba6928f08be731,duplicate_candidate_names,
train,nearest_category,02ba6928f08be731,same_name_multiple_coordinates,
train,nearest_category,f58aa31e1738014b,duplicate_candidate_names,
train,nearest_category,f58aa31e1738014b,same_name_multiple_coordinates,
train,nearest_category,d56f4fad923777aa,duplicate_candidate_names,
train,nearest_category,d56f4fad923777aa,same_name_multiple_coordinates,
train,nearest_category,b206912d29171a1a,duplicate_candidate_names,
train,nearest_category,b206912d29171a1a,same_name_multiple_coordinates,
train,nearest_category,d784922e608ab73c,duplicate_candidate_names,
train,nearest_category,d784922e608ab73c,same_name_multiple_coordinates,
train,nearest_category,5632be503c813b09,duplicate_candidate_names,
train,nearest_category,5632be503c813b09,same_name_multiple_coordinates,
train,nearest_category,b5d281e3747a2d06,duplicate_candidate_names,
train,nearest_category,b5d281e3747a2d06,same_name_multiple_coordinates,
train,nearest_category,6f0e7cda6cb667d8,duplicate_candidate_names,
train,nearest_category,6f0e7cda6cb667d8,same_name_multiple_coordinates,
train,nearest_category,8068bef0175d811c,duplicate_candidate_names,
train,nearest_category,8068bef0175d811c,same_name_multiple_coordinates,
train,nearest_category,1ab111b204bcb8a8,duplicate_candidate_names,
train,nearest_category,1ab111b204bcb8a8,same_name_multiple_coordinates,
train,nearest_category,ff4ca28456b3be8f,duplicate_candidate_names,
train,nearest_category,ff4ca28456b3be8f,same_name_multiple_coordinates,
train,nearest_category,b885dda10a0ed55b,duplicate_candidate_names,
train,nearest_category,b885dda10a0ed55b,same_name_multiple_coordinates,
train,nearest_category,734ee89b49cd1144,duplicate_candidate_names,
train,nearest_category,734ee89b49cd1144,same_name_multiple_coordinates,
train,nearest_category,55d6b6ac947fab5d,duplicate_candidate_names,
train,nearest_category,55d6b6ac947fab5d,same_name_multiple_coordinates,
train,nearest_category,3394829287843bb0,duplicate_candidate_names,
train,nearest_category,3394829287843bb0,same_name_multiple_coordinates,
train,nearest_category,0250a2fb5516dca1,duplicate_candidate_names,
train,nearest_category,0250a2fb5516dca1,same_name_multiple_coordinates,
train,nearest_category,64ea346c0e0f8c42,duplicate_candidate_names,
train,nearest_category,64ea346c0e0f8c42,same_name_multiple_coordinates,
train,nearest_category,a9037302d421a5ac,duplicate_candidate_names,
train,nearest_category,a9037302d421a5ac,same_name_multiple_coordinates,
train,nearest_category,f08127e8fd407ebb,duplicate_candidate_names,
train,nearest_category,f08127e8fd407ebb,same_name_multiple_coordinates,
train,nearest_category,14820c98d2e74039,multiline_candidate_names,5
train,nearest_category,14820c98d2e74039,duplicate_candidate_names,
train,nearest_category,14820c98d2e74039,same_name_multiple_coordinates,
train,nearest_category,7a666f8383ac0e99,multiline_candidate_names,5
train,nearest_category,7a666f8383ac0e99,duplicate_candidate_names,
train,nearest_category,7a666f8383ac0e99,same_name_multiple_coordinates,
train,nearest_category,31672147949ad7d3,multiline_candidate_names,5
train,nearest_category,31672147949ad7d3,duplicate_candidate_names,
train,nearest_category,31672147949ad7d3,same_name_multiple_coordinates,
train,nearest_category,31672147949ad7d3,repeated_name_gold_answer,صيدلية النهدي
train,nearest_category,c3a5a7d65aff18c6,multiline_candidate_names,5
train,nearest_category,c3a5a7d65aff18c6,duplicate_candidate_names,
train,nearest_category,c3a5a7d65aff18c6,same_name_multiple_coordinates,
train,nearest_category,1c7f7c0c215397cb,multiline_candidate_names,5
train,nearest_category,1c7f7c0c215397cb,duplicate_candidate_names,
train,nearest_category,1c7f7c0c215397cb,same_name_multiple_coordinates,
train,nearest_category,fb7d8a828dc89d23,multiline_candidate_names,5
train,nearest_category,fb7d8a828dc89d23,duplicate_candidate_names,
train,nearest_category,fb7d8a828dc89d23,same_name_multiple_coordinates,
train,nearest_category,e462c784ee4e296f,multiline_candidate_names,5
train,nearest_category,e462c784ee4e296f,duplicate_candidate_names,
train,nearest_category,e462c784ee4e296f,same_name_multiple_coordinates,
train,nearest_category,1f4de9a323b8e551,multiline_candidate_names,5
train,nearest_category,1f4de9a323b8e551,duplicate_candidate_names,
train,nearest_category,1f4de9a323b8e551,same_name_multiple_coordinates,
train,nearest_category,eb47fa12c4f067b3,multiline_candidate_names,5
train,nearest_category,eb47fa12c4f067b3,duplicate_candidate_names,
train,nearest_category,eb47fa12c4f067b3,same_name_multiple_coordinates,
train,nearest_category,863427744da7bb82,duplicate_candidate_names,
train,nearest_category,863427744da7bb82,same_name_multiple_coordinates,
train,nearest_category,74be5a4dcb42b669,duplicate_candidate_names,
train,nearest_category,74be5a4dcb42b669,same_name_multiple_coordinates,
train,nearest_category,73ef0160c49db28c,duplicate_candidate_names,
train,nearest_category,73ef0160c49db28c,same_name_multiple_coordinates,
train,nearest_category,f78ebfc93ea17952,duplicate_candidate_names,
train,nearest_category,f78ebfc93ea17952,same_name_multiple_coordinates,
train,nearest_category,be6473e2ad4b80f3,duplicate_candidate_names,
train,nearest_category,be6473e2ad4b80f3,same_name_multiple_coordinates,
train,nearest_category,3ee61752463975bf,duplicate_candidate_names,
train,nearest_category,3ee61752463975bf,same_name_multiple_coordinates,
train,nearest_category,99dd8aee6da08446,duplicate_candidate_names,
train,nearest_category,99dd8aee6da08446,same_name_multiple_coordinates,
train,nearest_category,ac95260d1df2befa,duplicate_candidate_names,
train,nearest_category,ac95260d1df2befa,same_name_multiple_coordinates,
train,nearest_category,70802649bd5f9ab7,duplicate_candidate_names,
train,nearest_category,70802649bd5f9ab7,same_name_multiple_coordinates,
train,nearest_category,174c058aebf78f87,duplicate_candidate_names,
train,nearest_category,174c058aebf78f87,same_name_multiple_coordinates,
train,nearest_category,3d96e80532682eec,duplicate_candidate_names,
train,nearest_category,3d96e80532682eec,same_name_multiple_coordinates,
train,nearest_category,9d4fb8dd3ffa8750,duplicate_candidate_names,
train,nearest_category,9d4fb8dd3ffa8750,same_name_multiple_coordinates,
train,nearest_category,62edea5c4fdf5a76,duplicate_candidate_names,
train,nearest_category,62edea5c4fdf5a76,same_name_multiple_coordinates,
train,nearest_category,d861b9cee601ca64,duplicate_candidate_names,
train,nearest_category,d861b9cee601ca64,same_name_multiple_coordinates,
train,nearest_category,8f5c12cef822ce39,duplicate_candidate_names,
train,nearest_category,8f5c12cef822ce39,same_name_multiple_coordinates,
train,nearest_category,5822d6d0c905a5cf,duplicate_candidate_names,
train,nearest_category,5822d6d0c905a5cf,same_name_multiple_coordinates,
train,nearest_category,43a02e5091fc1ee8,duplicate_candidate_names,
train,nearest_category,43a02e5091fc1ee8,same_name_multiple_coordinates,
train,nearest_category,e357b7c8ce5304fa,duplicate_candidate_names,
train,nearest_category,e357b7c8ce5304fa,same_name_multiple_coordinates,
train,nearest_category,9b0b72d2ae11291f,duplicate_candidate_names,
